VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type ,PULocationID,DOLocationID
2,01/04/2016 08:12:15 PM,01/04/2016 08:19:01 PM,N,1,-73.93902587890625,40.806842803955078,-73.936210632324219,40.799091339111328,1,0.93,6.5,0.5,0.5,1.17,0,,0.3,8.97,1,1,,
2,01/04/2016 10:03:41 PM,01/04/2016 10:28:32 PM,N,1,-73.977401733398437,40.683818817138672,-73.99322509765625,40.756309509277344,1,6.38,22.5,0.5,0.5,0,0,,0.3,23.8,2,1,,
2,01/04/2016 11:33:12 PM,01/04/2016 11:36:25 PM,N,1,-73.8779296875,40.748191833496094,-73.887062072753906,40.747409820556641,3,0.54,4,0.5,0.5,0,0,,0.3,5.3,2,1,,
2,01/05/2016 05:33:18 AM,01/05/2016 05:45:42 AM,N,1,-73.934379577636719,40.766830444335938,-73.872306823730469,40.774459838867188,1,4.07,15,0.5,0.5,0,0,,0.3,16.3,2,1,,
1,01/05/2016 11:58:16 AM,01/05/2016 12:03:22 PM,N,1,-73.946968078613281,40.684116363525391,-73.937973022460938,40.693675994873047,1,1.2,6,0,0.5,0,0,,0.3,6.8,1,1,,
2,01/05/2016 05:10:34 PM,01/05/2016 05:20:02 PM,N,1,-73.921623229980469,40.766792297363281,-73.949363708496094,40.762794494628906,1,2.2,9,1,0.5,0,0,,0.3,10.8,2,1,,
2,01/06/2016 07:06:19 AM,01/06/2016 07:35:56 AM,N,1,-73.931037902832031,40.669551849365234,-73.963035583496094,40.712093353271484,1,4.31,19.5,0,0.5,0,0,,0.3,20.3,2,1,,
1,01/06/2016 07:44:03 AM,01/06/2016 07:53:28 AM,N,1,-73.913764953613281,40.678474426269531,-73.934127807617188,40.693168640136719,1,1.9,9,0,0.5,0,0,,0.3,9.8,2,1,,
1,01/06/2016 08:09:17 AM,01/06/2016 08:12:49 AM,N,1,-73.984039306640625,40.6640625,-73.977584838867187,40.671600341796875,1,0.6,4.5,0,0.5,1.05,0,,0.3,6.35,1,1,,
2,01/06/2016 10:07:59 AM,01/06/2016 10:19:37 AM,N,1,-74.007080078125,40.682285308837891,-73.983787536621094,40.70233154296875,1,2.47,10.5,0,0.5,0,0,,0.3,11.3,2,1,,
2,01/06/2016 02:45:52 PM,01/06/2016 02:54:16 PM,N,1,-73.948844909667969,40.797325134277344,-73.937812805175781,40.791721343994141,3,1.05,7,0,0.5,0,0,,0.3,7.8,2,1,,
2,01/06/2016 06:03:28 PM,01/06/2016 06:05:07 PM,N,1,-73.990730285644531,40.702487945556641,-73.986808776855469,40.701217651367188,1,0.32,3,1,0.5,0.96,0,,0.3,5.76,1,1,,
1,01/06/2016 06:07:28 PM,01/06/2016 06:17:00 PM,N,1,-73.986701965332031,40.703929901123047,-73.977790832519531,40.685054779052734,1,1.6,8.5,0.5,0.5,3,0,,0.3,12.8,1,1,,
2,01/07/2016 06:47:33 AM,01/07/2016 07:01:57 AM,N,1,-73.949905395507813,40.785556793212891,-73.980636596679688,40.750999450683594,1,3.09,13,0,0.5,0,0,,0.3,13.8,2,1,,
1,01/07/2016 11:08:45 AM,01/07/2016 11:13:52 AM,N,1,-73.953933715820312,40.587371826171875,-73.934715270996094,40.583950042724609,1,1.2,6,0,0.5,0,0,,0.3,6.8,1,1,,
1,01/07/2016 11:07:16 AM,01/07/2016 11:24:21 AM,N,1,-73.941658020019531,40.838306427001953,-73.910064697265625,40.856315612792969,1,3.1,14.5,0,0.5,0,0,,0.3,15.3,1,1,,
2,01/07/2016 04:19:25 PM,01/07/2016 04:22:50 PM,N,1,-73.95263671875,40.808032989501953,-73.946701049804687,40.814075469970703,1,0.59,4.5,1,0.5,0,0,,0.3,6.3,2,1,,
2,01/07/2016 07:08:43 PM,01/07/2016 07:22:23 PM,N,1,-73.938934326171875,40.804897308349609,-73.946205139160156,40.777698516845703,1,2.42,11.5,1,0.5,0,0,,0.3,13.3,2,1,,
2,01/07/2016 08:16:49 PM,01/07/2016 08:34:32 PM,N,1,-73.955329895019531,40.718086242675781,-73.941162109375,40.685085296630859,1,3.28,14,0.5,0.5,0,0,,0.3,15.3,2,1,,
2,01/07/2016 08:53:49 PM,01/07/2016 09:01:02 PM,N,1,-73.95428466796875,40.805858612060547,-73.95458984375,40.820556640625,1,1.2,7,0.5,0.5,2,0,,0.3,10.3,1,1,,
2,01/07/2016 10:29:16 PM,01/07/2016 10:43:53 PM,N,1,-73.950035095214844,40.7855224609375,-73.984893798828125,40.758052825927734,1,3.27,13,0.5,0.5,2,0,,0.3,16.3,1,1,,
2,01/08/2016 01:41:48 AM,01/08/2016 01:43:22 AM,N,1,-73.807037353515625,40.699062347412109,-73.808822631835938,40.695690155029297,1,0.37,3.5,0.5,0.5,1,0,,0.3,5.8,1,1,,
1,01/08/2016 11:58:05 AM,01/08/2016 11:59:47 AM,N,1,-73.952095031738281,40.7901611328125,-73.948768615722656,40.79461669921875,1,0.4,3.5,0,0.5,0,0,,0.3,4.3,2,1,,
2,01/08/2016 12:54:54 PM,01/08/2016 12:56:07 PM,N,1,-73.950981140136719,40.810089111328125,-73.951019287109375,40.810031890869141,2,0,3,0,0.5,0,0,,0.3,3.8,2,1,,
2,01/08/2016 02:47:51 PM,01/08/2016 02:54:13 PM,N,1,-73.937942504882813,40.801033020019531,-73.942222595214844,40.798023223876953,1,0.64,5,0,0.5,0,0,,0.3,5.8,2,1,,
1,01/08/2016 06:08:16 PM,01/08/2016 06:16:16 PM,N,1,-73.869247436523438,40.734256744384766,-73.848472595214844,40.736675262451172,1,1.7,8,1,0.5,0,0,,0.3,9.8,2,1,,
1,01/08/2016 08:57:33 PM,01/08/2016 09:03:27 PM,Y,1,-73.829978942871094,40.713680267333984,-73.834419250488281,40.705657958984375,1,1,6,0.5,0.5,3,0,,0.3,10.3,1,1,,
2,01/08/2016 09:26:07 PM,01/08/2016 09:40:19 PM,N,1,-73.946983337402344,40.797153472900391,-73.954277038574219,40.822368621826172,1,2.49,11.5,0.5,0.5,0,0,,0.3,12.8,2,1,,
1,01/08/2016 09:08:39 PM,01/08/2016 09:12:45 PM,N,1,-73.913803100585937,40.765342712402344,-73.923614501953125,40.754634857177734,1,0.9,5,0.5,0.5,1.25,0,,0.3,7.55,1,1,,
2,01/08/2016 11:48:08 PM,01/08/2016 11:50:36 PM,N,1,-73.940498352050781,40.789081573486328,-73.947532653808594,40.792751312255859,1,0.37,4,0.5,0.5,0,0,,0.3,5.3,2,1,,
1,01/09/2016 03:26:04 AM,01/09/2016 03:56:51 AM,N,1,-73.95257568359375,40.726982116699219,-73.95989990234375,40.815544128417969,2,10.9,33.5,0.5,0.5,6.2,0,,0.3,41,1,1,,
1,01/09/2016 03:05:02 AM,01/09/2016 03:09:32 AM,N,1,-73.910591125488281,40.684421539306641,-73.910964965820313,40.684154510498047,1,0.1,4.5,0.5,0.5,0,0,,0.3,5.8,3,1,,
1,01/09/2016 11:47:30 AM,01/09/2016 12:04:26 PM,N,1,-73.910003662109375,40.772342681884766,-73.953094482421875,40.778400421142578,1,5.9,19.5,0,0.5,6.45,5.54,,0.3,32.29,1,1,,
2,01/09/2016 10:11:24 PM,01/09/2016 10:21:26 PM,N,1,-73.951927185058594,40.658645629882813,-73.92559814453125,40.655693054199219,1,1.9,9,0.5,0.5,0,0,,0.3,10.3,1,1,,
2,01/10/2016 12:57:46 AM,01/10/2016 01:07:53 AM,N,1,-73.939682006835938,40.805267333984375,-73.953041076660156,40.824199676513672,1,1.91,9,0.5,0.5,0.7,0,,0.3,11,1,1,,
2,01/10/2016 09:59:27 AM,01/10/2016 10:04:48 AM,N,1,-73.8446044921875,40.722000122070313,-73.831275939941406,40.727977752685547,1,1.05,6,0,0.5,0,0,,0.3,6.8,2,1,,
1,01/11/2016 04:31:34 PM,01/11/2016 05:03:30 PM,N,1,-73.95458984375,40.788997650146484,-73.982696533203125,40.714820861816406,1,6.5,26.5,1,0.5,5.65,0,,0.3,33.95,1,1,,
1,01/11/2016 07:38:37 PM,01/11/2016 07:42:56 PM,N,1,-73.975975036621094,40.693401336669922,-73.978012084960938,40.685203552246094,1,0.8,5,1,0.5,1.35,0,,0.3,8.15,1,1,,
1,01/12/2016 06:58:55 AM,01/12/2016 07:06:14 AM,N,1,-73.869819641113281,40.749065399169922,-73.833747863769531,40.756034851074219,1,2,8.5,0,0.5,0,0,,0.3,9.3,2,1,,
2,01/12/2016 08:41:45 AM,01/12/2016 08:55:27 AM,N,1,-73.830360412597656,40.759601593017578,-73.882339477539063,40.755966186523438,1,3.06,12.5,0,0.5,2.66,0,,0.3,15.96,1,1,,
2,01/12/2016 05:05:35 PM,01/12/2016 05:33:33 PM,N,1,-73.959785461425781,40.675678253173828,-73.979896545410156,40.625755310058594,1,4.64,20,1,0.5,0,0,,0.3,21.8,1,1,,
2,01/12/2016 07:38:57 PM,01/12/2016 07:46:00 PM,N,1,-73.891357421875,40.746639251708984,-73.881233215332031,40.753696441650391,1,1.03,6.5,1,0.5,0,0,,0.3,8.3,2,1,,
2,01/13/2016 05:02:32 AM,01/13/2016 05:20:16 AM,N,1,-73.884246826171875,40.747745513916016,-73.977203369140625,40.757556915283203,4,5.63,19,0.5,0.5,0,0,,0.3,20.3,2,1,,
2,01/13/2016 10:52:21 AM,01/13/2016 11:10:13 AM,N,1,-73.953041076660156,40.798507690429688,-73.984024047851563,40.764671325683594,1,4.91,18,0,0.5,3.76,0,,0.3,22.56,1,1,,
2,01/13/2016 11:07:26 AM,01/13/2016 11:11:54 AM,N,1,-73.932510375976563,40.679420471191406,-73.922599792480469,40.672878265380859,1,1,5.5,0,0.5,0,0,,0.3,6.3,1,1,,
1,01/13/2016 12:47:05 PM,01/13/2016 01:59:35 PM,N,1,-73.93328857421875,40.795085906982422,-74.005630493164062,40.74102783203125,1,7.1,46,0,0.5,9.35,0,,0.3,56.15,1,1,,
2,01/13/2016 06:46:44 PM,01/13/2016 07:02:58 PM,N,1,-73.990692138671875,40.702236175537109,-73.981407165527344,40.672801971435547,1,2.86,12.5,1,0.5,2.86,0,,0.3,17.16,1,1,,
2,01/14/2016 08:53:44 AM,01/14/2016 08:58:02 AM,N,1,-73.938438415527344,40.81732177734375,-73.94390869140625,40.825115203857422,1,0.76,5,0,0.5,0,0,,0.3,5.8,2,1,,
2,01/14/2016 11:14:45 AM,01/14/2016 11:21:28 AM,N,1,-73.95635986328125,40.802925109863281,-73.963653564453125,40.811161041259766,6,1.2,6.5,0,0.5,2.19,0,,0.3,9.49,1,1,,
2,01/14/2016 03:36:33 PM,01/14/2016 04:41:30 PM,N,1,-73.96087646484375,40.811916351318359,-73.95098876953125,40.825664520263672,1,1.06,5.5,1,0.5,1.46,0,,0.3,8.76,1,1,,
2,01/15/2016 12:12:32 AM,01/15/2016 12:27:24 AM,N,1,-73.961128234863281,40.718906402587891,-73.947418212890625,40.675060272216797,2,3.7,13.5,0.5,0.5,2.96,0,,0.3,17.76,1,1,,
1,01/15/2016 08:19:06 AM,01/15/2016 08:23:01 AM,N,1,-73.862091064453125,40.730369567871094,-73.850418090820313,40.734672546386719,1,0.7,5,0,0.5,0,0,,0.3,5.8,2,1,,
2,01/15/2016 02:33:20 PM,01/15/2016 02:37:42 PM,N,1,-73.941978454589844,40.812713623046875,-73.948707580566406,40.801509857177734,1,0.91,5.5,0,0.5,1.26,0,,0.3,7.56,1,1,,
2,01/15/2016 02:23:02 PM,01/15/2016 03:29:49 PM,N,1,-73.919990539550781,40.668575286865234,-73.96893310546875,40.760990142822266,1,9.63,44.5,0,0.5,0,0,,0.3,45.3,1,1,,
2,01/15/2016 03:32:27 PM,01/15/2016 03:39:26 PM,N,1,-73.891036987304688,40.746608734130859,-73.88641357421875,40.761211395263672,1,2.2,9,0,0.5,0,0,,0.3,9.8,2,1,,
2,01/15/2016 03:58:01 PM,01/15/2016 03:58:12 PM,N,5,-74.163612365722656,40.637516021728516,-74.163589477539063,40.637531280517578,1,0,16,0,0,0,0,,0,16,1,2,,
2,01/15/2016 07:12:45 PM,01/15/2016 07:24:47 PM,N,1,-73.92315673828125,40.760990142822266,-73.921485900878906,40.771053314208984,1,1.19,8.5,1,0.5,0,0,,0.3,10.3,2,1,,
2,01/15/2016 11:53:59 PM,01/15/2016 11:59:06 PM,N,1,-73.951515197753906,40.723640441894531,-73.955146789550781,40.735698699951172,1,1.26,6,0.5,0.5,2.19,0,,0.3,9.49,1,1,,
2,01/16/2016 12:02:45 AM,01/16/2016 12:14:19 AM,N,1,-73.949966430664063,40.722221374511719,-73.921859741210938,40.707939147949219,1,2.75,10.5,0.5,0.5,0,0,,0.3,11.8,2,1,,
2,01/16/2016 03:14:13 AM,01/16/2016 03:24:12 AM,N,1,-73.963386535644531,40.710166931152344,-73.931304931640625,40.703655242919922,1,1.68,8.5,0.5,0.5,0,0,,0.3,9.8,1,1,,
2,01/16/2016 09:23:30 AM,01/16/2016 09:26:22 AM,N,1,-73.944564819335938,40.791702270507813,-73.934440612792969,40.805515289306641,1,1.1,5,0,0.5,0,0,,0.3,5.8,2,1,,
2,01/16/2016 10:36:53 AM,01/16/2016 11:10:25 AM,N,1,-73.992996215820313,40.688495635986328,-73.974685668945313,40.788108825683594,1,12.08,38,0,0.5,5,0,,0.3,43.8,1,1,,
1,01/16/2016 04:15:06 PM,01/16/2016 04:17:47 PM,N,1,-73.898506164550781,40.860324859619141,-73.902229309082031,40.855598449707031,1,0.4,4,0,0.5,0,0,,0.3,4.8,2,1,,
2,01/16/2016 07:27:33 PM,01/16/2016 07:37:11 PM,N,1,-73.953277587890625,40.791496276855469,-73.982650756835938,40.772129058837891,1,2.62,10,0,0.5,0,0,,0.3,10.8,2,1,,
1,01/16/2016 09:59:04 PM,01/16/2016 10:02:43 PM,N,1,-73.985038757324219,40.670619964599609,-73.982414245605469,40.6781005859375,1,0.6,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,,
2,01/17/2016 07:56:06 AM,01/17/2016 08:34:47 AM,N,5,-73.953369140625,40.680774688720703,-73.88433837890625,40.660152435302734,1,0,18,0,0,0,0,,0,18,1,2,,
2,01/17/2016 05:12:34 PM,01/17/2016 05:19:18 PM,N,1,-73.869575500488281,40.749061584472656,-73.853843688964844,40.752170562744141,1,0.88,6,0,0.5,0,0,,0.3,6.8,2,1,,
2,01/17/2016 09:29:18 PM,01/17/2016 09:36:14 PM,N,1,-73.946464538574219,40.789005279541016,-73.953117370605469,40.778610229492188,1,1.24,7,0.5,0.5,0,0,,0.3,8.3,2,1,,
2,01/18/2016 02:01:08 AM,01/18/2016 02:06:21 AM,N,1,-73.884689331054687,40.747596740722656,-73.902259826660156,40.747123718261719,1,0.85,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,,
2,01/18/2016 07:22:58 AM,01/19/2016 12:00:00 AM,N,1,-73.886375427246094,40.747455596923828,-73.874015808105469,40.757350921630859,1,3.48,15,0,0.5,0,0,,0.3,15.8,2,1,,
2,01/18/2016 12:49:08 PM,01/18/2016 12:57:35 PM,N,1,-73.992424011230469,40.683795928955078,-73.977218627929688,40.681133270263672,1,1.38,7.5,0,0.5,2,0,,0.3,10.3,1,1,,
2,01/18/2016 03:53:43 PM,01/18/2016 03:59:02 PM,N,1,-73.948898315429687,40.803287506103516,-73.962074279785156,40.798954010009766,1,1.03,6,0,0.5,1.36,0,,0.3,8.16,1,1,,
2,01/19/2016 01:43:31 PM,01/19/2016 01:56:19 PM,N,1,-73.873870849609375,40.756858825683594,-73.914421081542969,40.745498657226562,1,2.55,11,0,0.5,0,0,,0.3,11.8,2,1,,
1,01/19/2016 04:25:08 PM,01/19/2016 04:53:48 PM,N,1,-73.939094543457031,40.805301666259766,-73.937171936035156,40.844104766845703,1,3.6,19.5,1,0.5,0,0,,0.3,21.3,2,1,,
2,01/19/2016 07:56:15 PM,01/19/2016 08:22:10 PM,N,1,-73.998680114746094,40.659721374511719,-73.981040954589844,40.741619110107422,1,8.82,28.5,1,0.5,6.06,0,,0.3,36.36,1,1,,
2,01/19/2016 07:26:31 PM,01/19/2016 07:47:35 PM,N,1,-73.948646545410156,40.675167083740234,-73.949180603027344,40.695308685302734,1,2.79,15,1,0.5,0,0,,0.3,16.8,2,1,,
2,01/19/2016 08:44:02 PM,01/19/2016 08:53:12 PM,N,1,-73.975555419921875,40.686695098876953,-73.981002807617187,40.667648315429688,2,1.43,8,0.5,0.5,0,0,,0.3,9.3,2,1,,
1,01/20/2016 08:19:45 AM,01/20/2016 08:26:40 AM,N,1,-73.867042541503906,40.757377624511719,-73.83282470703125,40.762668609619141,2,1.9,8.5,0,0.5,0,0,,0.3,9.3,2,1,,
2,01/20/2016 09:54:58 AM,01/20/2016 10:01:57 AM,N,1,-73.872055053710938,40.841739654541016,-73.846717834472656,40.852890014648437,1,1.59,7.5,0,0.5,1.66,0,,0.3,9.96,1,1,,
2,01/20/2016 11:58:21 AM,01/20/2016 12:15:49 PM,N,1,-73.935470581054688,40.7958984375,-73.9500732421875,40.826221466064453,2,3.06,13.5,0,0.5,0,0,,0.3,14.3,2,1,,
1,01/20/2016 03:00:48 PM,01/20/2016 03:16:02 PM,N,1,-73.942024230957031,40.798198699951172,-73.950592041015625,40.8260498046875,1,2.7,12.5,0,0.5,0,0,,0.3,13.3,2,1,,
2,01/20/2016 06:35:48 PM,01/20/2016 07:03:23 PM,N,1,-73.986404418945313,40.703689575195312,-73.993370056152344,40.734512329101563,1,5.62,23,1,0.5,0,0,,0.3,24.8,2,1,,
2,01/20/2016 08:28:15 PM,01/20/2016 08:36:18 PM,N,1,-73.940505981445313,40.711723327636719,-73.904350280761719,40.709068298339844,1,1.92,8.5,0.5,0.5,0,0,,0.3,9.8,2,1,,
2,01/21/2016 01:58:25 PM,01/21/2016 02:04:34 PM,N,1,-73.921577453613281,40.757038116455078,-73.913825988769531,40.766696929931641,1,1.23,6.5,0,0.5,1.46,0,,0.3,8.76,1,1,,
1,01/21/2016 05:47:39 PM,01/21/2016 06:01:55 PM,N,1,-73.961708068847656,40.805606842041016,-73.951362609863281,40.808605194091797,1,1.2,10.5,1,0.5,0,0,,0.3,12.3,2,1,,
2,01/21/2016 06:11:05 PM,01/21/2016 06:23:25 PM,N,1,-73.870872497558594,40.734088897705078,-73.88714599609375,40.738147735595703,1,1.87,10,1,0.5,0,0,,0.3,11.8,2,1,,
2,01/21/2016 06:04:56 PM,01/21/2016 06:34:34 PM,N,1,-73.91796875,40.770107269287109,-73.945480346679688,40.773731231689453,1,5.63,23,1,0.5,0,5.54,,0.3,30.34,2,1,,
1,01/22/2016 12:45:57 AM,01/22/2016 01:05:33 AM,N,1,-73.958168029785156,40.721687316894531,-73.972732543945313,40.755668640136719,1,6.1,19.5,0.5,0.5,4.15,0,,0.3,24.95,1,1,,
2,01/22/2016 10:52:12 AM,01/22/2016 10:55:19 AM,N,1,-73.902069091796875,40.764133453369141,-73.901969909667969,40.764102935791016,2,0,4,0,0.5,0,0,,0.3,4.8,2,1,,
2,01/22/2016 10:52:47 AM,01/22/2016 11:05:44 AM,N,1,-73.977561950683594,40.680759429931641,-73.973236083984375,40.697940826416016,1,2.1,10.5,0,0.5,2.26,0,,0.3,13.56,1,1,,
2,01/22/2016 11:12:18 AM,01/22/2016 11:20:15 AM,N,1,-73.943359375,40.824493408203125,-73.941696166992188,40.80865478515625,1,1.47,8,0,0.5,1.2,0,,0.3,10,1,1,,
2,01/22/2016 02:49:30 PM,01/22/2016 03:14:52 PM,N,1,-73.830482482910156,40.759552001953125,-73.860282897949219,40.730518341064453,1,4.66,20,0,0.5,0,0,,0.3,20.8,2,1,,
2,01/22/2016 09:40:09 PM,01/22/2016 09:55:45 PM,N,1,-73.977073669433594,40.683670043945313,-73.980171203613281,40.722332000732422,1,5.03,17,0.5,0.5,0,0,,0.3,18.3,2,1,,
2,01/22/2016 10:17:07 PM,01/22/2016 10:28:46 PM,N,1,-73.94549560546875,40.711509704589844,-73.917304992675781,40.698917388916016,1,2.24,10,0.5,0.5,2.26,0,,0.3,13.56,1,1,,
2,01/23/2016 03:50:34 AM,01/23/2016 03:58:42 AM,N,1,-73.951675415039063,40.714603424072266,-73.955108642578125,40.735744476318359,1,1.68,7.5,0.5,0.5,2.64,0,,0.3,11.44,1,1,,
2,01/23/2016 03:31:43 AM,01/23/2016 03:42:23 AM,N,1,-73.890754699707031,40.746730804443359,-73.872024536132813,40.747257232666016,1,1.1,7.5,0.5,0.5,0,0,,0.3,8.8,2,1,,
2,01/24/2016 03:55:48 PM,01/24/2016 04:03:34 PM,N,1,-73.952651977539063,40.810855865478516,-73.953636169433594,40.806667327880859,1,0.81,6.5,0,0.5,0,0,,0.3,7.3,2,1,,
1,01/24/2016 05:13:49 PM,01/24/2016 05:30:33 PM,N,1,-73.918022155761719,40.769279479980469,-73.956016540527344,40.745357513427734,1,3.3,13.5,0,0.5,2.85,0,,0.3,17.15,1,1,,
2,01/25/2016 04:59:02 PM,01/25/2016 05:21:43 PM,N,1,-73.923049926757812,40.817089080810547,-73.868270874023438,40.864261627197266,1,8.49,26,1,0.5,0,0,,0.3,27.8,2,1,,
1,01/26/2016 11:22:38 AM,01/26/2016 11:28:22 AM,N,1,-73.944114685058594,40.792251586914063,-73.934318542480469,40.801811218261719,1,1,6,0,0.5,0,0,,0.3,6.8,2,1,,
2,01/26/2016 01:41:46 PM,01/26/2016 01:54:11 PM,N,5,-74.168281555175781,40.621921539306641,-74.074638366699219,40.619220733642578,1,6.76,16,0,0,0,0,,0,16,1,2,,
2,01/26/2016 07:10:40 PM,01/26/2016 07:20:24 PM,N,1,-73.969558715820312,40.689529418945313,-73.990859985351563,40.692977905273438,1,1.63,8.5,1,0.5,2.06,0,,0.3,12.36,1,1,,
