set term gnuplot size 112,112
set grid back
unset key
2.10066 0.0155749
2.10071 0.0157073
2.10076 0.0158397
2.10081 0.015972
2.10086 0.0161044
2.1009 0.0162368
2.10095 0.0163691
2.10099 0.0165015
2.10104 0.0166339
2.10108 0.0167662
2.10112 0.0168986
2.10116 0.017031
2.10121 0.0171633
2.10125 0.0172957
2.10129 0.0174281
2.10133 0.0175604
2.10136 0.0176928
2.1014 0.0178251
2.10144 0.0179575
2.10148 0.0180899
2.10151 0.0182222
2.10155 0.0183546
2.10158 0.0184869
2.10161 0.0186193
2.10165 0.0187517
2.10168 0.018884
2.10171 0.0190164
2.10174 0.0191487
2.10177 0.019281
2.1018 0.0194134
2.10183 0.0195457
2.10186 0.0196781
2.10189 0.0198104
2.10191 0.0199427
2.10194 0.0200751
2.10196 0.0202074
2.10199 0.0203397
2.10201 0.020472
2.10204 0.0206043
2.10206 0.0207366
2.10208 0.0208689
2.1021 0.0210012
2.10212 0.0211335
2.10214 0.0212658
2.10216 0.0213981
2.10218 0.0215304
2.1022 0.0216627
2.10221 0.021795
2.10223 0.0219272
2.10225 0.0220595
2.10226 0.0221918
2.10227 0.022324
2.10229 0.0224563
2.1023 0.0225885
2.10231 0.0227208
2.10232 0.022853
2.10234 0.0229852
2.10235 0.0231174
2.10236 0.0232496
2.10236 0.0233819
2.10237 0.0235141
2.10238 0.0236462
2.10239 0.0237784
2.10239 0.0239106
2.1024 0.0240428
2.1024 0.024175
2.10241 0.0243071
2.10241 0.0244393
2.10241 0.0245714
2.10241 0.0247036
2.10241 0.0248357
2.10241 0.0249678
2.10241 0.0250999
2.10241 0.025232
2.10241 0.0253641
2.10241 0.0254962
2.10241 0.0256283
2.1024 0.0257604
2.1024 0.0258924
2.10239 0.0260245
2.10239 0.0261565
2.10238 0.0262886
2.10237 0.0264206
2.10237 0.0265526
2.10236 0.0266846
2.10235 0.0268166
2.10234 0.0269486
2.10233 0.0270806
2.10232 0.0272125
2.1023 0.0273445
2.10229 0.0274765
2.10228 0.0276084
2.10226 0.0277403
2.10225 0.0278722
2.10223 0.0280041
2.10222 0.028136
2.1022 0.0282679
2.10218 0.0283998
2.10216 0.0285317
2.10215 0.0286635
2.10213 0.0287953
2.10211 0.0289272
2.10208 0.029059
2.10206 0.0291908
2.10204 0.0293226
2.10202 0.0294544
2.10199 0.0295861
2.10197 0.0297179
2.10194 0.0298496
2.10192 0.0299813
2.10189 0.0301131
2.10187 0.0302448
2.10184 0.0303765
2.10181 0.0305081
2.10178 0.0306398
2.10175 0.0307714
2.10172 0.0309031
2.10169 0.0310347
2.10166 0.0311663
2.10162 0.0312979
2.10159 0.0314295
2.10156 0.0315611
2.10152 0.0316926
2.10149 0.0318241
2.10145 0.0319557
2.10141 0.0320872
2.10138 0.0322187
2.10134 0.0323502
2.1013 0.0324816
2.10126 0.0326131
2.10122 0.0327445
2.10118 0.0328759
2.10114 0.0330073
2.1011 0.0331387
2.10105 0.0332701
2.10101 0.0334014
2.10097 0.0335328
2.10092 0.0336641
2.10088 0.0337954
2.10083 0.0339267
2.10078 0.034058
2.10074 0.0341892
2.10069 0.0343205
2.10064 0.0344517
2.10059 0.0345829
2.10054 0.0347141
2.10049 0.0348453
2.10044 0.0349764
2.10038 0.0351076
2.10033 0.0352387
2.10028 0.0353698
2.10022 0.0355009
2.10017 0.0356319
2.10011 0.035763
2.10006 0.035894
2.1 0.036025
2.09994 0.036156
2.09988 0.036287
2.09982 0.0364179
2.09976 0.0365489
2.0997 0.0366798
2.09964 0.0368107
2.09958 0.0369416
2.09952 0.0370724
2.09946 0.0372033
2.09939 0.0373341
2.09933 0.0374649
2.09926 0.0375957
2.0992 0.0377264
2.09913 0.0378572
2.09906 0.0379879
2.09899 0.0381186
2.09893 0.0382493
2.09886 0.0383799
2.09879 0.0385106
2.09872 0.0386412
2.09865 0.0387718
2.09857 0.0389024
2.0985 0.0390329
2.09843 0.0391635
2.09835 0.039294
2.09828 0.0394245
2.09821 0.0395549
2.09813 0.0396854
2.09805 0.0398158
2.09798 0.0399462
2.0979 0.0400766
2.09782 0.0402069
2.09774 0.0403373
2.09766 0.0404676
2.09758 0.0405979
2.0975 0.0407282
2.09742 0.0408584
2.09733 0.0409886
2.09725 0.0411188
2.09717 0.041249
2.09708 0.0413792
2.097 0.0415093
2.09691 0.0416394
2.09683 0.0417695
2.09674 0.0418995
2.09665 0.0420296
2.09656 0.0421596
2.09647 0.0422896
2.09638 0.0424195
2.09629 0.0425495
2.0962 0.0426794
2.09611 0.0428093
2.09602 0.0429391
2.09593 0.043069
2.09583 0.0431988
2.09574 0.0433286
2.09564 0.0434584
2.09555 0.0435881
2.09545 0.0437178
2.09535 0.0438475
2.09526 0.0439772
2.09516 0.0441068
2.09506 0.0442364
2.09496 0.044366
2.09486 0.0444956
2.09476 0.0446251
2.09466 0.0447546
2.09455 0.0448841
2.09445 0.0450135
2.09435 0.045143
2.09424 0.0452724
2.09414 0.0454017
2.09403 0.0455311
2.09393 0.0456604
2.09382 0.0457897
2.09371 0.0459189
2.0936 0.0460482
2.0935 0.0461774
2.09339 0.0463066
2.09328 0.0464357
2.09317 0.0465649
2.09305 0.046694
2.09294 0.046823
2.09283 0.0469521
2.09272 0.0470811
2.0926 0.0472101
2.09249 0.047339
2.09237 0.0474679
2.09226 0.0475968
2.09214 0.0477257
2.09202 0.0478546
2.0919 0.0479834
2.09179 0.0481121
2.09167 0.0482409
2.09155 0.0483696
2.09143 0.0484983
2.09131 0.048627
2.09118 0.0487556
2.09106 0.0488842
2.09094 0.0490128
2.09081 0.0491413
2.09069 0.0492698
2.09057 0.0493983
2.09044 0.0495268
2.09031 0.0496552
2.09019 0.0497836
2.09006 0.0499119
2.08993 0.0500403
2.0898 0.0501686
2.08967 0.0502968
2.08954 0.0504251
2.08941 0.0505533
2.08928 0.0506815
2.08915 0.0508096
2.08902 0.0509377
2.08888 0.0510658
2.08875 0.0511938
2.08861 0.0513218
2.08848 0.0514498
2.08834 0.0515778
2.08821 0.0517057
2.08807 0.0518336
2.08793 0.0519614
2.08779 0.0520892
2.08765 0.052217
2.08751 0.0523448
2.08737 0.0524725
2.08723 0.0526002
2.08709 0.0527278
2.08695 0.0528554
2.08681 0.052983
2.08666 0.0531106
2.08652 0.0532381
2.08637 0.0533656
2.08623 0.053493
2.08608 0.0536205
2.08594 0.0537478
2.08579 0.0538752
2.08564 0.0540025
2.08549 0.0541298
2.08534 0.054257
2.08519 0.0543842
2.08504 0.0545114
2.08489 0.0546385
2.08474 0.0547657
2.08459 0.0548927
2.08444 0.0550198
2.08428 0.0551468
2.08413 0.0552737
2.08397 0.0554007
2.08382 0.0555275
2.08366 0.0556544
2.08351 0.0557812
2.08335 0.055908
2.08319 0.0560348
2.08303 0.0561615
2.08287 0.0562882
2.08271 0.0564148
2.08255 0.0565414
2.08239 0.056668
2.08223 0.0567945
2.08207 0.056921
2.08191 0.0570474
2.08174 0.0571739
2.08158 0.0573003
2.08141 0.0574266
2.08125 0.0575529
2.08108 0.0576792
2.08092 0.0578054
2.08075 0.0579316
2.08058 0.0580578
2.08041 0.0581839
2.08024 0.05831
2.08008 0.058436
2.0799 0.058562
2.07973 0.058688
2.07956 0.0588139
2.07939 0.0589398
2.07922 0.0590657
2.07904 0.0591915
2.07887 0.0593173
2.0787 0.059443
2.07852 0.0595687
2.07835 0.0596944
2.07817 0.05982
2.07799 0.0599456
2.07782 0.0600711
2.07764 0.0601966
2.07746 0.0603221
2.07728 0.0604475
2.0771 0.0605729
2.07692 0.0606982
2.07674 0.0608235
2.07656 0.0609488
2.07637 0.061074
2.07619 0.0611992
2.07601 0.0613243
2.07582 0.0614494
2.07564 0.0615745
2.07545 0.0616995
2.07527 0.0618245
2.07508 0.0619494
2.07489 0.0620743
2.07471 0.0621992
2.07452 0.062324
2.07433 0.0624488
2.07414 0.0625735
2.07395 0.0626982
2.07376 0.0628229
2.07357 0.0629475
2.07337 0.0630721
2.07318 0.0631966
2.07299 0.0633211
2.0728 0.0634455
2.0726 0.0635699
2.07241 0.0636943
2.07221 0.0638186
2.07201 0.0639429
2.07182 0.0640671
2.07162 0.0641913
2.07142 0.0643154
2.07122 0.0644395
2.07103 0.0645636
2.07083 0.0646876
2.07063 0.0648116
2.07043 0.0649355
2.07022 0.0650594
2.07002 0.0651832
2.06982 0.0653071
2.06962 0.0654308
2.06941 0.0655545
2.06921 0.0656782
2.069 0.0658018
2.0688 0.0659254
2.06859 0.0660489
2.06839 0.0661724
2.06818 0.0662959
2.06797 0.0664193
2.06776 0.0665427
2.06755 0.066666
2.06734 0.0667893
2.06713 0.0669125
2.06692 0.0670357
2.06671 0.0671588
2.0665 0.0672819
2.06629 0.067405
2.06607 0.067528
2.06586 0.0676509
2.06565 0.0677738
2.06543 0.0678967
2.06522 0.0680195
2.065 0.0681423
2.06478 0.068265
2.06457 0.0683877
2.06435 0.0685104
2.06413 0.068633
2.06391 0.0687555
2.06369 0.068878
2.06347 0.0690005
2.06325 0.0691229
2.06303 0.0692453
2.06281 0.0693676
2.06259 0.0694899
2.06237 0.0696121
2.06214 0.0697343
2.06192 0.0698564
2.06169 0.0699785
2.06147 0.0701005
2.06124 0.0702225
2.06102 0.0703445
2.06079 0.0704664
2.06056 0.0705882
2.06034 0.07071
2.06011 0.0708318
2.05988 0.0709535
2.05965 0.0710751
2.05942 0.0711968
2.05919 0.0713183
2.05896 0.0714398
2.05873 0.0715613
2.05849 0.0716827
2.05826 0.0718041
2.05803 0.0719254
2.05779 0.0720467
2.05756 0.0721679
2.05732 0.0722891
2.05709 0.0724102
2.05685 0.0725313
2.05662 0.0726524
2.05638 0.0727733
2.05614 0.0728943
2.0559 0.0730152
2.05566 0.073136
2.05542 0.0732568
2.05518 0.0733775
2.05494 0.0734982
2.0547 0.0736189
2.05446 0.0737395
2.05422 0.07386
2.05397 0.0739805
2.05373 0.074101
2.05349 0.0742213
2.05324 0.0743417
2.053 0.074462
2.05275 0.0745822
2.05251 0.0747024
2.05226 0.0748226
2.05201 0.0749427
2.05177 0.0750627
2.05152 0.0751827
2.05127 0.0753026
2.05102 0.0754225
2.05077 0.0755424
2.05052 0.0756622
2.05027 0.0757819
2.05002 0.0759016
2.04977 0.0760212
2.04951 0.0761408
2.04926 0.0762604
2.04901 0.0763799
2.04875 0.0764993
2.0485 0.0766187
2.04824 0.076738
2.04799 0.0768573
2.04773 0.0769765
2.04747 0.0770957
2.04722 0.0772148
2.04696 0.0773339
2.0467 0.0774529
2.04644 0.0775719
2.04618 0.0776908
2.04592 0.0778097
2.04566 0.0779285
2.0454 0.0780472
2.04514 0.0781659
2.04488 0.0782846
2.04461 0.0784032
2.04435 0.0785218
2.04409 0.0786403
2.04382 0.0787587
2.04356 0.0788771
2.04329 0.0789954
2.04303 0.0791137
2.04276 0.079232
2.0425 0.0793501
2.04223 0.0794683
2.04196 0.0795863
2.04169 0.0797044
2.04142 0.0798223
2.04115 0.0799403
2.04088 0.0800581
2.04061 0.0801759
2.04034 0.0802937
2.04007 0.0804114
2.0398 0.080529
2.03953 0.0806466
2.03925 0.0807642
2.03898 0.0808817
2.03871 0.0809991
2.03843 0.0811165
2.03816 0.0812338
2.03788 0.0813511
2.03761 0.0814683
2.03733 0.0815854
2.03705 0.0817025
2.03678 0.0818196
2.0365 0.0819366
2.03622 0.0820535
2.03594 0.0821704
2.03566 0.0822872
2.03538 0.082404
2.0351 0.0825207
2.03482 0.0826374
2.03454 0.082754
2.03426 0.0828706
2.03397 0.0829871
2.03369 0.0831035
2.03341 0.0832199
2.03312 0.0833363
2.03284 0.0834525
2.03255 0.0835688
2.03227 0.0836849
2.03198 0.0838011
2.03169 0.0839171
2.03141 0.0840331
2.03112 0.0841491
2.03083 0.084265
2.03054 0.0843808
2.03026 0.0844966
2.02997 0.0846123
2.02968 0.084728
2.02939 0.0848436
2.02909 0.0849591
2.0288 0.0850746
2.02851 0.0851901
2.02822 0.0853054
2.02793 0.0854208
2.02763 0.085536
2.02734 0.0856513
2.02704 0.0857664
2.02675 0.0858815
2.02645 0.0859966
2.02616 0.0861115
2.02586 0.0862265
2.02557 0.0863414
2.02527 0.0864562
2.02497 0.0865709
2.02467 0.0866856
2.02437 0.0868003
2.02408 0.0869149
2.02378 0.0870294
2.02348 0.0871439
2.02318 0.0872583
2.02287 0.0873726
2.02257 0.0874869
2.02227 0.0876012
2.02197 0.0877154
2.02167 0.0878295
2.02136 0.0879436
2.02106 0.0880576
2.02075 0.0881715
2.02045 0.0882854
2.02014 0.0883992
2.01984 0.088513
2.01953 0.0886267
2.01923 0.0887404
2.01892 0.088854
2.01861 0.0889676
2.0183 0.089081
2.018 0.0891945
2.01769 0.0893078
2.01738 0.0894211
2.01707 0.0895344
2.01676 0.0896476
2.01645 0.0897607
2.01613 0.0898738
2.01582 0.0899868
2.01551 0.0900998
2.0152 0.0902127
2.01489 0.0903255
2.01457 0.0904383
2.01426 0.090551
2.01394 0.0906637
2.01363 0.0907763
2.01331 0.0908888
2.013 0.0910013
2.01268 0.0911137
2.01236 0.0912261
2.01205 0.0913384
2.01173 0.0914506
2.01141 0.0915628
2.01109 0.091675
2.01077 0.091787
2.01046 0.091899
2.01014 0.092011
2.00982 0.0921229
2.00949 0.0922347
2.00917 0.0923465
2.00885 0.0924582
2.00853 0.0925698
2.00821 0.0926814
2.00788 0.0927929
2.00756 0.0929044
2.00724 0.0930158
2.00691 0.0931271
2.00659 0.0932384
2.00626 0.0933497
2.00594 0.0934608
2.00561 0.0935719
2.00529 0.093683
2.00496 0.0937939
2.00463 0.0939049
2.0043 0.0940157
2.00398 0.0941265
2.00365 0.0942373
2.00332 0.0943479
2.00299 0.0944586
2.00266 0.0945691
2.00233 0.0946796
2.002 0.0947901
2.00167 0.0949004
2.00134 0.0950107
2.001 0.095121
2.00067 0.0952312
2.00034 0.0953413
2.00001 0.0954514
1.99967 0.0955614
1.99934 0.0956713
1.999 0.0957812
1.99867 0.095891
1.99833 0.0960008
1.998 0.0961105
1.99766 0.0962201
1.99732 0.0963297
1.99699 0.0964392
1.99665 0.0965487
1.99631 0.096658
1.99597 0.0967674
1.99563 0.0968766
1.9953 0.0969858
1.99496 0.097095
1.99462 0.0972041
1.99428 0.0973131
1.99394 0.097422
1.99359 0.0975309
1.99325 0.0976398
1.99291 0.0977485
1.99257 0.0978572
1.99223 0.0979659
1.99188 0.0980745
1.99154 0.098183
1.9912 0.0982914
1.99085 0.0983998
1.99051 0.0985082
1.99016 0.0986164
1.98982 0.0987246
1.98947 0.0988328
1.98912 0.0989409
1.98878 0.0990489
1.98843 0.0991569
1.98808 0.0992647
1.98773 0.0993726
1.98739 0.0994803
1.98704 0.099588
1.98669 0.0996957
1.98634 0.0998033
1.98599 0.0999108
1.98564 0.100018
1.98529 0.100126
1.98494 0.100233
1.98458 0.10034
1.98423 0.100447
1.98388 0.100555
1.98353 0.100662
1.98317 0.100769
1.98282 0.100876
1.98247 0.100982
1.98211 0.101089
1.98176 0.101196
1.9814 0.101303
1.98105 0.101409
1.98069 0.101516
1.98034 0.101622
1.97998 0.101729
1.97962 0.101835
1.97927 0.101942
1.97891 0.102048
1.97855 0.102154
1.97819 0.10226
1.97783 0.102366
1.97747 0.102472
1.97711 0.102578
1.97675 0.102684
1.97639 0.10279
1.97603 0.102896
1.97567 0.103001
1.97531 0.103107
1.97495 0.103212
1.97459 0.103318
1.97422 0.103423
1.97386 0.103529
1.9735 0.103634
1.97313 0.103739
1.97277 0.103844
1.97241 0.103949
1.97204 0.104054
1.97168 0.104159
1.97131 0.104264
1.97095 0.104369
1.97058 0.104474
1.97021 0.104579
1.96985 0.104683
1.96948 0.104788
1.96911 0.104892
1.96874 0.104997
1.96838 0.105101
1.96801 0.105206
1.96764 0.10531
1.96727 0.105414
1.9669 0.105518
1.96653 0.105622
1.96616 0.105726
1.96579 0.10583
1.96542 0.105934
1.96505 0.106038
1.96467 0.106142
1.9643 0.106245
1.96393 0.106349
1.96356 0.106452
1.96318 0.106556
1.96281 0.106659
1.96244 0.106763
1.96206 0.106866
1.96169 0.106969
1.96131 0.107072
1.96094 0.107175
1.96056 0.107278
1.96019 0.107381
1.95981 0.107484
1.95943 0.107587
1.95906 0.10769
1.95868 0.107793
1.9583 0.107895
1.95792 0.107998
1.95755 0.1081
1.95717 0.108203
1.95679 0.108305
1.95641 0.108408
1.95603 0.10851
1.95565 0.108612
1.95527 0.108714
1.95489 0.108816
1.95451 0.108918
1.95413 0.10902
1.95375 0.109122
1.95336 0.109224
1.95298 0.109325
1.9526 0.109427
1.95222 0.109529
1.95183 0.10963
1.95145 0.109732
1.95107 0.109833
1.95068 0.109934
1.9503 0.110036
1.94991 0.110137
1.94953 0.110238
1.94914 0.110339
1.94876 0.11044
1.94837 0.110541
1.94798 0.110642
1.9476 0.110743
1.94721 0.110843
1.94682 0.110944
1.94644 0.111045
1.94605 0.111145
1.94566 0.111246
1.94527 0.111346
1.94488 0.111447
1.94449 0.111547
1.9441 0.111647
1.94372 0.111747
1.94333 0.111847
1.94293 0.111947
1.94254 0.112047
1.94215 0.112147
1.94176 0.112247
1.94137 0.112347
1.94098 0.112446
1.94059 0.112546
1.94019 0.112646
1.9398 0.112745
1.93941 0.112844
1.93902 0.112944
1.93862 0.113043
1.93823 0.113142
1.93783 0.113242
1.93744 0.113341
1.93704 0.11344
1.93665 0.113539
1.93625 0.113638
1.93586 0.113736
1.93546 0.113835
1.93507 0.113934
1.93467 0.114032
1.93427 0.114131
1.93388 0.11423
1.93348 0.114328
1.93308 0.114426
1.93268 0.114525
1.93229 0.114623
1.93189 0.114721
1.93149 0.114819
1.93109 0.114917
1.93069 0.115015
1.93029 0.115113
1.92989 0.115211
1.92949 0.115309
1.92909 0.115406
1.92869 0.115504
1.92829 0.115602
1.92789 0.115699
1.92749 0.115797
1.92708 0.115894
1.92668 0.115991
1.92628 0.116089
1.92588 0.116186
1.92547 0.116283
1.92507 0.11638
1.92467 0.116477
1.92426 0.116574
1.92386 0.116671
1.92346 0.116768
1.92305 0.116864
1.92265 0.116961
1.92224 0.117058
1.92184 0.117154
1.92143 0.11725
1.92103 0.117347
1.92062 0.117443
1.92021 0.117539
1.91981 0.117636
1.9194 0.117732
1.91899 0.117828
1.91859 0.117924
1.91818 0.11802
1.91777 0.118116
1.91736 0.118211
1.91695 0.118307
1.91655 0.118403
1.91614 0.118498
1.91573 0.118594
1.91532 0.118689
1.91491 0.118785
1.9145 0.11888
1.91409 0.118975
1.91368 0.119071
1.91327 0.119166
1.91286 0.119261
1.91245 0.119356
1.91204 0.119451
1.91162 0.119546
1.91121 0.11964
1.9108 0.119735
1.91039 0.11983
1.90998 0.119924
1.90956 0.120019
1.90915 0.120114
1.90874 0.120208
1.90832 0.120302
1.90791 0.120397
1.9075 0.120491
1.90708 0.120585
1.90667 0.120679
1.90625 0.120773
1.90584 0.120867
1.90542 0.120961
1.90501 0.121055
1.90459 0.121148
1.90418 0.121242
1.90376 0.121336
1.90334 0.121429
1.90293 0.121523
1.90251 0.121616
1.90209 0.12171
1.90168 0.121803
1.90126 0.121896
1.90084 0.121989
1.90042 0.122082
1.90001 0.122175
1.89959 0.122268
1.89917 0.122361
1.89875 0.122454
1.89833 0.122547
1.89791 0.122639
1.89749 0.122732
1.89707 0.122825
1.89666 0.122917
1.89624 0.12301
1.89582 0.123102
1.8954 0.123194
1.89497 0.123286
1.89455 0.123379
1.89413 0.123471
1.89371 0.123563
1.89329 0.123655
1.89287 0.123747
1.89245 0.123839
1.89203 0.12393
1.8916 0.124022
1.89118 0.124114
1.89076 0.124205
1.89034 0.124297
1.88991 0.124388
1.88949 0.12448
1.88907 0.124571
1.88864 0.124662
1.88822 0.124753
1.88779 0.124844
1.88737 0.124935
1.88695 0.125026
1.88652 0.125117
1.8861 0.125208
1.88567 0.125299
1.88525 0.12539
1.88482 0.12548
1.8844 0.125571
1.88397 0.125662
1.88354 0.125752
1.88312 0.125842
1.88269 0.125933
1.88227 0.126023
1.88184 0.126113
1.88141 0.126203
1.88098 0.126293
1.88056 0.126383
1.88013 0.126473
1.8797 0.126563
1.87927 0.126653
1.87885 0.126743
1.87842 0.126833
1.87799 0.126922
1.87756 0.127012
1.87713 0.127101
1.8767 0.127191
1.87628 0.12728
1.87585 0.127369
1.87542 0.127459
1.87499 0.127548
1.87456 0.127637
1.87413 0.127726
1.8737 0.127815
1.87327 0.127904
1.87284 0.127993
1.87241 0.128081
1.87198 0.12817
1.87155 0.128259
1.87111 0.128347
1.87068 0.128436
1.87025 0.128524
1.86982 0.128613
1.86939 0.128701
1.86896 0.128789
1.86852 0.128877
1.86809 0.128965
1.86766 0.129054
1.86723 0.129142
1.8668 0.129229
1.86636 0.129317
1.86593 0.129405
1.8655 0.129493
1.86506 0.129581
1.86463 0.129668
1.8642 0.129756
1.86376 0.129843
1.86333 0.129931
1.86289 0.130018
1.86246 0.130105
1.86203 0.130192
1.86159 0.13028
1.86116 0.130367
1.86072 0.130454
1.86029 0.130541
1.85985 0.130628
1.85942 0.130714
1.85898 0.130801
1.85855 0.130888
1.85811 0.130975
1.85767 0.131061
1.85724 0.131148
1.8568 0.131234
1.85637 0.131321
1.85593 0.131407
1.85549 0.131493
1.85506 0.131579
1.85462 0.131665
1.85418 0.131752
1.85375 0.131838
1.85331 0.131924
1.85287 0.132009
1.85243 0.132095
1.852 0.132181
1.85156 0.132267
1.85112 0.132352
1.85068 0.132438
1.85024 0.132523
1.84981 0.132609
1.84937 0.132694
1.84893 0.132779
1.84849 0.132865
1.84805 0.13295
1.84761 0.133035
1.84717 0.13312
1.84674 0.133205
1.8463 0.13329
1.84586 0.133375
1.84542 0.13346
1.84498 0.133544
1.84454 0.133629
1.8441 0.133714
1.84366 0.133798
1.84322 0.133883
1.84278 0.133967
1.84234 0.134052
1.8419 0.134136
1.84146 0.13422
1.84102 0.134304
1.84058 0.134388
1.84013 0.134472
1.83969 0.134556
1.83925 0.13464
1.83881 0.134724
1.83837 0.134808
1.83793 0.134892
1.83749 0.134975
1.83705 0.135059
1.8366 0.135142
1.83616 0.135226
1.83572 0.135309
1.83528 0.135393
1.83484 0.135476
1.83439 0.135559
1.83395 0.135642
1.83351 0.135726
1.83307 0.135809
1.83262 0.135892
1.83218 0.135975
1.83174 0.136057
1.8313 0.13614
1.83085 0.136223
1.83041 0.136306
1.82997 0.136388
1.82952 0.136471
1.82908 0.136553
1.82864 0.136636
1.82819 0.136718
1.82775 0.1368
1.8273 0.136883
1.82686 0.136965
1.82642 0.137047
1.82597 0.137129
1.82553 0.137211
1.82508 0.137293
1.82464 0.137375
1.8242 0.137457
1.82375 0.137538
1.82331 0.13762
1.82286 0.137702
1.82242 0.137783
1.82197 0.137865
1.82153 0.137946
1.82108 0.138028
1.82064 0.138109
1.82019 0.13819
1.81975 0.138271
1.8193 0.138352
1.81886 0.138434
1.81841 0.138515
1.81797 0.138596
1.81752 0.138676
1.81708 0.138757
1.81663 0.138838
1.81618 0.138919
1.81574 0.138999
1.81529 0.13908
1.81485 0.13916
1.8144 0.139241
1.81395 0.139321
1.81351 0.139402
1.81306 0.139482
1.81262 0.139562
1.81217 0.139642
1.81172 0.139723
1.81128 0.139803
1.81083 0.139883
1.81038 0.139962
1.80994 0.140042
1.80949 0.140122
1.80904 0.140202
1.8086 0.140282
1.80815 0.140361
1.8077 0.140441
1.80725 0.14052
1.80681 0.1406
1.80636 0.140679
1.80591 0.140758
1.80547 0.140838
1.80502 0.140917
1.80457 0.140996
1.80412 0.141075
1.80368 0.141154
1.80323 0.141233
1.80278 0.141312
1.80233 0.141391
1.80189 0.14147
1.80144 0.141548
1.80099 0.141627
1.80054 0.141706
1.80009 0.141784
1.79965 0.141863
1.7992 0.141941
1.79875 0.14202
1.7983 0.142098
1.79785 0.142176
1.79741 0.142254
1.79696 0.142333
1.79651 0.142411
1.79606 0.142489
1.79561 0.142567
1.79517 0.142645
1.79472 0.142722
1.79427 0.1428
1.79382 0.142878
1.79337 0.142956
1.79292 0.143033
1.79247 0.143111
1.79203 0.143188
1.79158 0.143266
1.79113 0.143343
1.79068 0.14342
1.79023 0.143498
1.78978 0.143575
1.78933 0.143652
1.78889 0.143729
1.78844 0.143806
1.78799 0.143883
1.78754 0.14396
1.78709 0.144037
1.78664 0.144114
1.78619 0.144191
1.78574 0.144267
1.78529 0.144344
1.78485 0.14442
1.7844 0.144497
1.78395 0.144573
1.7835 0.14465
1.78305 0.144726
1.7826 0.144802
1.78215 0.144879
1.7817 0.144955
1.78125 0.145031
1.7808 0.145107
1.78035 0.145183
1.77991 0.145259
1.77946 0.145335
1.77901 0.145411
1.77856 0.145487
1.77811 0.145562
1.77766 0.145638
1.77721 0.145714
1.77676 0.145789
1.77631 0.145865
1.77586 0.14594
1.77541 0.146015
1.77496 0.146091
1.77451 0.146166
1.77406 0.146241
1.77362 0.146316
1.77317 0.146391
1.77272 0.146467
1.77227 0.146542
1.77182 0.146616
1.77137 0.146691
1.77092 0.146766
1.77047 0.146841
1.77002 0.146916
